,artist_name,track_name,track_id,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
346,Alan Walker,Sky,5GDpODnukzZZIXXjPWOrDQ,62,0.696,0.84,7,-5.196,0,0.0433,0.000202,0.801,0.159,0.177,130.024,203386,4
347,Alan Walker,Sky,5GDpODnukzZZIXXjPWOrDQ,62,0.696,0.84,7,-5.196,0,0.0433,0.000202,0.801,0.159,0.177,130.024,203386,4
348,Pablo Alborán,"Y, ¿Si Fuera Ella? - + Es +",114xlNyBqwTIkOdrU8LajN,70,0.348,0.536,5,-5.76,1,0.0313,0.34,0.0,0.209,0.199,150.586,250000,4
349,Pablo Alborán,"Y, ¿Si Fuera Ella? - + Es +",114xlNyBqwTIkOdrU8LajN,70,0.348,0.536,5,-5.76,1,0.0313,0.34,0.0,0.209,0.199,150.586,250000,4
350,Pablo Alborán,"Y, ¿Si Fuera Ella? - + Es +",114xlNyBqwTIkOdrU8LajN,70,0.348,0.536,5,-5.76,1,0.0313,0.34,0.0,0.209,0.199,150.586,250000,4
351,Pablo Alborán,"Y, ¿Si Fuera Ella? - + Es +",114xlNyBqwTIkOdrU8LajN,70,0.348,0.536,5,-5.76,1,0.0313,0.34,0.0,0.209,0.199,150.586,250000,4
352,aimless,i've been missing you lately,1ZzpnNOU6rbXFZEm4MBdjR,52,0.624,0.429,4,-8.6,0,0.614,0.762,0.747,0.168,0.295,79.788,89231,4
353,aimless,i've been missing you lately,1ZzpnNOU6rbXFZEm4MBdjR,52,0.624,0.429,4,-8.6,0,0.614,0.762,0.747,0.168,0.295,79.788,89231,4
354,aimless,i've been missing you lately,1ZzpnNOU6rbXFZEm4MBdjR,52,0.624,0.429,4,-8.6,0,0.614,0.762,0.747,0.168,0.295,79.788,89231,4
355,aimless,i've been missing you lately,1ZzpnNOU6rbXFZEm4MBdjR,52,0.624,0.429,4,-8.6,0,0.614,0.762,0.747,0.168,0.295,79.788,89231,4
356,Def Leppard,Animal - Remastered 2017,4F12pb0e2KnyLuCMRs0Rd2,44,0.583,0.921,11,-5.215,1,0.0468,0.00153,0.0178,0.188,0.613,119.526,244560,4
357,Def Leppard,Animal - Remastered 2017,4F12pb0e2KnyLuCMRs0Rd2,44,0.583,0.921,11,-5.215,1,0.0468,0.00153,0.0178,0.188,0.613,119.526,244560,4
358,Def Leppard,Animal - Remastered 2017,4F12pb0e2KnyLuCMRs0Rd2,44,0.583,0.921,11,-5.215,1,0.0468,0.00153,0.0178,0.188,0.613,119.526,244560,4
359,Def Leppard,Animal - Remastered 2017,4F12pb0e2KnyLuCMRs0Rd2,44,0.583,0.921,11,-5.215,1,0.0468,0.00153,0.0178,0.188,0.613,119.526,244560,4
360,j'san,cozy winter,3b63o7pis3sznct3Z6EN24,53,0.627,0.465,0,-15.152,1,0.166,0.855,0.895,0.31,0.688,127.739,150000,4
361,j'san,cozy winter,3b63o7pis3sznct3Z6EN24,53,0.627,0.465,0,-15.152,1,0.166,0.855,0.895,0.31,0.688,127.739,150000,4
362,j'san,cozy winter,3b63o7pis3sznct3Z6EN24,53,0.627,0.465,0,-15.152,1,0.166,0.855,0.895,0.31,0.688,127.739,150000,4
363,j'san,cozy winter,3b63o7pis3sznct3Z6EN24,53,0.627,0.465,0,-15.152,1,0.166,0.855,0.895,0.31,0.688,127.739,150000,4
364,j'san,cozy winter,3b63o7pis3sznct3Z6EN24,53,0.627,0.465,0,-15.152,1,0.166,0.855,0.895,0.31,0.688,127.739,150000,4
365,j'san,cozy winter,3b63o7pis3sznct3Z6EN24,53,0.627,0.465,0,-15.152,1,0.166,0.855,0.895,0.31,0.688,127.739,150000,4
366,j'san,cozy winter,3b63o7pis3sznct3Z6EN24,53,0.627,0.465,0,-15.152,1,0.166,0.855,0.895,0.31,0.688,127.739,150000,4
367,j'san,cozy winter,3b63o7pis3sznct3Z6EN24,53,0.627,0.465,0,-15.152,1,0.166,0.855,0.895,0.31,0.688,127.739,150000,4
368,j'san,cozy winter,3b63o7pis3sznct3Z6EN24,53,0.627,0.465,0,-15.152,1,0.166,0.855,0.895,0.31,0.688,127.739,150000,4
369,Sixx:A.M.,Life Is Beautiful 2017,2Et49kpeirx87RIqwJ9Hdj,48,0.377,0.45,5,-10.028,1,0.0446,0.00839,0.000221,0.0905,0.107,157.719,270002,4
370,Sixx:A.M.,Life Is Beautiful 2017,2Et49kpeirx87RIqwJ9Hdj,48,0.377,0.45,5,-10.028,1,0.0446,0.00839,0.000221,0.0905,0.107,157.719,270002,4
371,Sixx:A.M.,Life Is Beautiful 2017,2Et49kpeirx87RIqwJ9Hdj,48,0.377,0.45,5,-10.028,1,0.0446,0.00839,0.000221,0.0905,0.107,157.719,270002,4
372,Sixx:A.M.,Life Is Beautiful 2017,2Et49kpeirx87RIqwJ9Hdj,48,0.377,0.45,5,-10.028,1,0.0446,0.00839,0.000221,0.0905,0.107,157.719,270002,4
373,Sixx:A.M.,Life Is Beautiful 2017,2Et49kpeirx87RIqwJ9Hdj,48,0.377,0.45,5,-10.028,1,0.0446,0.00839,0.000221,0.0905,0.107,157.719,270002,4
374,Sixx:A.M.,Life Is Beautiful 2017,2Et49kpeirx87RIqwJ9Hdj,48,0.377,0.45,5,-10.028,1,0.0446,0.00839,0.000221,0.0905,0.107,157.719,270002,4
375,Sixx:A.M.,Life Is Beautiful 2017,2Et49kpeirx87RIqwJ9Hdj,48,0.377,0.45,5,-10.028,1,0.0446,0.00839,0.000221,0.0905,0.107,157.719,270002,4
376,Sixx:A.M.,Life Is Beautiful 2017,2Et49kpeirx87RIqwJ9Hdj,48,0.377,0.45,5,-10.028,1,0.0446,0.00839,0.000221,0.0905,0.107,157.719,270002,4
377,Sixx:A.M.,Life Is Beautiful 2017,2Et49kpeirx87RIqwJ9Hdj,48,0.377,0.45,5,-10.028,1,0.0446,0.00839,0.000221,0.0905,0.107,157.719,270002,4
378,Cepeda,No Puedo Vivir Sin Ti - Operación Triunfo 2017,4Nx353jhTIGN5DeKVmOPaT,0,0.473,0.535,0,-7.285,1,0.0404,0.0913,0.0,0.142,0.422,121.41,173360,4
379,Cepeda,No Puedo Vivir Sin Ti - Operación Triunfo 2017,4Nx353jhTIGN5DeKVmOPaT,0,0.473,0.535,0,-7.285,1,0.0404,0.0913,0.0,0.142,0.422,121.41,173360,4
380,Cepeda,No Puedo Vivir Sin Ti - Operación Triunfo 2017,4Nx353jhTIGN5DeKVmOPaT,0,0.473,0.535,0,-7.285,1,0.0404,0.0913,0.0,0.142,0.422,121.41,173360,4
381,Cepeda,No Puedo Vivir Sin Ti - Operación Triunfo 2017,4Nx353jhTIGN5DeKVmOPaT,0,0.473,0.535,0,-7.285,1,0.0404,0.0913,0.0,0.142,0.422,121.41,173360,4
382,Cepeda,No Puedo Vivir Sin Ti - Operación Triunfo 2017,4Nx353jhTIGN5DeKVmOPaT,0,0.473,0.535,0,-7.285,1,0.0404,0.0913,0.0,0.142,0.422,121.41,173360,4
383,Cepeda,No Puedo Vivir Sin Ti - Operación Triunfo 2017,4Nx353jhTIGN5DeKVmOPaT,0,0.473,0.535,0,-7.285,1,0.0404,0.0913,0.0,0.142,0.422,121.41,173360,4
384,Cepeda,No Puedo Vivir Sin Ti - Operación Triunfo 2017,4Nx353jhTIGN5DeKVmOPaT,0,0.473,0.535,0,-7.285,1,0.0404,0.0913,0.0,0.142,0.422,121.41,173360,4
385,Cepeda,No Puedo Vivir Sin Ti - Operación Triunfo 2017,4Nx353jhTIGN5DeKVmOPaT,0,0.473,0.535,0,-7.285,1,0.0404,0.0913,0.0,0.142,0.422,121.41,173360,4
386,Cepeda,No Puedo Vivir Sin Ti - Operación Triunfo 2017,4Nx353jhTIGN5DeKVmOPaT,0,0.473,0.535,0,-7.285,1,0.0404,0.0913,0.0,0.142,0.422,121.41,173360,4
387,EGOIST,Euterpe - 2017 Remastered,5NwuV3btjvU4uE3Per5YML,49,0.404,0.477,5,-8.072,0,0.0318,0.737,1.37e-05,0.15,0.162,180.046,226107,3
388,EGOIST,Euterpe - 2017 Remastered,5NwuV3btjvU4uE3Per5YML,49,0.404,0.477,5,-8.072,0,0.0318,0.737,1.37e-05,0.15,0.162,180.046,226107,3
389,EGOIST,Euterpe - 2017 Remastered,5NwuV3btjvU4uE3Per5YML,49,0.404,0.477,5,-8.072,0,0.0318,0.737,1.37e-05,0.15,0.162,180.046,226107,3
390,EGOIST,Euterpe - 2017 Remastered,5NwuV3btjvU4uE3Per5YML,49,0.404,0.477,5,-8.072,0,0.0318,0.737,1.37e-05,0.15,0.162,180.046,226107,3
391,EGOIST,Euterpe - 2017 Remastered,5NwuV3btjvU4uE3Per5YML,49,0.404,0.477,5,-8.072,0,0.0318,0.737,1.37e-05,0.15,0.162,180.046,226107,3
392,EGOIST,Euterpe - 2017 Remastered,5NwuV3btjvU4uE3Per5YML,49,0.404,0.477,5,-8.072,0,0.0318,0.737,1.37e-05,0.15,0.162,180.046,226107,3
393,EGOIST,Euterpe - 2017 Remastered,5NwuV3btjvU4uE3Per5YML,49,0.404,0.477,5,-8.072,0,0.0318,0.737,1.37e-05,0.15,0.162,180.046,226107,3
394,EGOIST,Euterpe - 2017 Remastered,5NwuV3btjvU4uE3Per5YML,49,0.404,0.477,5,-8.072,0,0.0318,0.737,1.37e-05,0.15,0.162,180.046,226107,3
395,EGOIST,Euterpe - 2017 Remastered,5NwuV3btjvU4uE3Per5YML,49,0.404,0.477,5,-8.072,0,0.0318,0.737,1.37e-05,0.15,0.162,180.046,226107,3
396,Cepeda,Estoy Hecho De Pedacitos De Ti - Operación Triunfo 2017,5Exe9mUp4YkUOdHIrcDaBs,0,0.539,0.568,0,-5.661,1,0.0475,0.61,0.0,0.195,0.366,143.876,165379,4
397,Cepeda,Estoy Hecho De Pedacitos De Ti - Operación Triunfo 2017,5Exe9mUp4YkUOdHIrcDaBs,0,0.539,0.568,0,-5.661,1,0.0475,0.61,0.0,0.195,0.366,143.876,165379,4
398,Cepeda,Estoy Hecho De Pedacitos De Ti - Operación Triunfo 2017,5Exe9mUp4YkUOdHIrcDaBs,0,0.539,0.568,0,-5.661,1,0.0475,0.61,0.0,0.195,0.366,143.876,165379,4
399,Cepeda,Estoy Hecho De Pedacitos De Ti - Operación Triunfo 2017,5Exe9mUp4YkUOdHIrcDaBs,0,0.539,0.568,0,-5.661,1,0.0475,0.61,0.0,0.195,0.366,143.876,165379,4
400,Cepeda,Estoy Hecho De Pedacitos De Ti - Operación Triunfo 2017,5Exe9mUp4YkUOdHIrcDaBs,0,0.539,0.568,0,-5.661,1,0.0475,0.61,0.0,0.195,0.366,143.876,165379,4
401,Cepeda,Estoy Hecho De Pedacitos De Ti - Operación Triunfo 2017,5Exe9mUp4YkUOdHIrcDaBs,0,0.539,0.568,0,-5.661,1,0.0475,0.61,0.0,0.195,0.366,143.876,165379,4
402,Cepeda,Estoy Hecho De Pedacitos De Ti - Operación Triunfo 2017,5Exe9mUp4YkUOdHIrcDaBs,0,0.539,0.568,0,-5.661,1,0.0475,0.61,0.0,0.195,0.366,143.876,165379,4
403,Cepeda,Estoy Hecho De Pedacitos De Ti - Operación Triunfo 2017,5Exe9mUp4YkUOdHIrcDaBs,0,0.539,0.568,0,-5.661,1,0.0475,0.61,0.0,0.195,0.366,143.876,165379,4
404,Cepeda,Estoy Hecho De Pedacitos De Ti - Operación Triunfo 2017,5Exe9mUp4YkUOdHIrcDaBs,0,0.539,0.568,0,-5.661,1,0.0475,0.61,0.0,0.195,0.366,143.876,165379,4
405,Rzuma,Early,7xNSZaB3q7gvTtyGtW2CWy,52,0.856,0.0223,10,-15.148,0,0.238,0.24,0.909,0.0839,0.807,79.997,141000,4
406,Rzuma,Early,7xNSZaB3q7gvTtyGtW2CWy,52,0.856,0.0223,10,-15.148,0,0.238,0.24,0.909,0.0839,0.807,79.997,141000,4
407,Rzuma,Early,7xNSZaB3q7gvTtyGtW2CWy,52,0.856,0.0223,10,-15.148,0,0.238,0.24,0.909,0.0839,0.807,79.997,141000,4
408,Rzuma,Early,7xNSZaB3q7gvTtyGtW2CWy,52,0.856,0.0223,10,-15.148,0,0.238,0.24,0.909,0.0839,0.807,79.997,141000,4
409,Rzuma,Early,7xNSZaB3q7gvTtyGtW2CWy,52,0.856,0.0223,10,-15.148,0,0.238,0.24,0.909,0.0839,0.807,79.997,141000,4
410,Rzuma,Early,7xNSZaB3q7gvTtyGtW2CWy,52,0.856,0.0223,10,-15.148,0,0.238,0.24,0.909,0.0839,0.807,79.997,141000,4
411,Rzuma,Early,7xNSZaB3q7gvTtyGtW2CWy,52,0.856,0.0223,10,-15.148,0,0.238,0.24,0.909,0.0839,0.807,79.997,141000,4
412,Rzuma,Early,7xNSZaB3q7gvTtyGtW2CWy,52,0.856,0.0223,10,-15.148,0,0.238,0.24,0.909,0.0839,0.807,79.997,141000,4
413,Rzuma,Early,7xNSZaB3q7gvTtyGtW2CWy,52,0.856,0.0223,10,-15.148,0,0.238,0.24,0.909,0.0839,0.807,79.997,141000,4
414,aimless,old habits,5vI43dLZ4bVYU9Fw6eohQx,52,0.5,0.424,1,-11.09,0,0.935,0.962,0.686,0.18,0.414,155.342,68000,4
415,aimless,old habits,5vI43dLZ4bVYU9Fw6eohQx,52,0.5,0.424,1,-11.09,0,0.935,0.962,0.686,0.18,0.414,155.342,68000,4
416,aimless,old habits,5vI43dLZ4bVYU9Fw6eohQx,52,0.5,0.424,1,-11.09,0,0.935,0.962,0.686,0.18,0.414,155.342,68000,4
417,aimless,old habits,5vI43dLZ4bVYU9Fw6eohQx,52,0.5,0.424,1,-11.09,0,0.935,0.962,0.686,0.18,0.414,155.342,68000,4
418,aimless,old habits,5vI43dLZ4bVYU9Fw6eohQx,52,0.5,0.424,1,-11.09,0,0.935,0.962,0.686,0.18,0.414,155.342,68000,4
419,aimless,old habits,5vI43dLZ4bVYU9Fw6eohQx,52,0.5,0.424,1,-11.09,0,0.935,0.962,0.686,0.18,0.414,155.342,68000,4
420,aimless,old habits,5vI43dLZ4bVYU9Fw6eohQx,52,0.5,0.424,1,-11.09,0,0.935,0.962,0.686,0.18,0.414,155.342,68000,4
421,aimless,old habits,5vI43dLZ4bVYU9Fw6eohQx,52,0.5,0.424,1,-11.09,0,0.935,0.962,0.686,0.18,0.414,155.342,68000,4
422,aimless,old habits,5vI43dLZ4bVYU9Fw6eohQx,52,0.5,0.424,1,-11.09,0,0.935,0.962,0.686,0.18,0.414,155.342,68000,4
423,Sixx:A.M.,Life Is Beautiful 2017,7p8u5FfXdJQjosJNSnq56j,46,0.377,0.45,5,-10.028,1,0.0446,0.00839,0.000221,0.0905,0.107,157.719,270002,4
424,Sixx:A.M.,Life Is Beautiful 2017,7p8u5FfXdJQjosJNSnq56j,46,0.377,0.45,5,-10.028,1,0.0446,0.00839,0.000221,0.0905,0.107,157.719,270002,4
425,Sixx:A.M.,Life Is Beautiful 2017,7p8u5FfXdJQjosJNSnq56j,46,0.377,0.45,5,-10.028,1,0.0446,0.00839,0.000221,0.0905,0.107,157.719,270002,4
426,Sixx:A.M.,Life Is Beautiful 2017,7p8u5FfXdJQjosJNSnq56j,46,0.377,0.45,5,-10.028,1,0.0446,0.00839,0.000221,0.0905,0.107,157.719,270002,4
427,Sixx:A.M.,Life Is Beautiful 2017,7p8u5FfXdJQjosJNSnq56j,46,0.377,0.45,5,-10.028,1,0.0446,0.00839,0.000221,0.0905,0.107,157.719,270002,4
428,Sixx:A.M.,Life Is Beautiful 2017,7p8u5FfXdJQjosJNSnq56j,46,0.377,0.45,5,-10.028,1,0.0446,0.00839,0.000221,0.0905,0.107,157.719,270002,4
429,Sixx:A.M.,Life Is Beautiful 2017,7p8u5FfXdJQjosJNSnq56j,46,0.377,0.45,5,-10.028,1,0.0446,0.00839,0.000221,0.0905,0.107,157.719,270002,4
430,Sixx:A.M.,Life Is Beautiful 2017,7p8u5FfXdJQjosJNSnq56j,46,0.377,0.45,5,-10.028,1,0.0446,0.00839,0.000221,0.0905,0.107,157.719,270002,4
431,Sixx:A.M.,Life Is Beautiful 2017,7p8u5FfXdJQjosJNSnq56j,46,0.377,0.45,5,-10.028,1,0.0446,0.00839,0.000221,0.0905,0.107,157.719,270002,4
432,Neil Young,Sugar Mountain - 2017 Remaster,1EVgCMjGny4sUxsZ7ghPmh,42,0.485,0.221,10,-14.839,1,0.0338,0.948,0.0947,0.689,0.393,87.602,345960,4
433,Neil Young,Sugar Mountain - 2017 Remaster,1EVgCMjGny4sUxsZ7ghPmh,42,0.485,0.221,10,-14.839,1,0.0338,0.948,0.0947,0.689,0.393,87.602,345960,4
434,Neil Young,Sugar Mountain - 2017 Remaster,1EVgCMjGny4sUxsZ7ghPmh,42,0.485,0.221,10,-14.839,1,0.0338,0.948,0.0947,0.689,0.393,87.602,345960,4
435,Neil Young,Sugar Mountain - 2017 Remaster,1EVgCMjGny4sUxsZ7ghPmh,42,0.485,0.221,10,-14.839,1,0.0338,0.948,0.0947,0.689,0.393,87.602,345960,4
436,Neil Young,Sugar Mountain - 2017 Remaster,1EVgCMjGny4sUxsZ7ghPmh,42,0.485,0.221,10,-14.839,1,0.0338,0.948,0.0947,0.689,0.393,87.602,345960,4
437,Neil Young,Sugar Mountain - 2017 Remaster,1EVgCMjGny4sUxsZ7ghPmh,42,0.485,0.221,10,-14.839,1,0.0338,0.948,0.0947,0.689,0.393,87.602,345960,4
438,Neil Young,Sugar Mountain - 2017 Remaster,1EVgCMjGny4sUxsZ7ghPmh,42,0.485,0.221,10,-14.839,1,0.0338,0.948,0.0947,0.689,0.393,87.602,345960,4
439,Neil Young,Sugar Mountain - 2017 Remaster,1EVgCMjGny4sUxsZ7ghPmh,42,0.485,0.221,10,-14.839,1,0.0338,0.948,0.0947,0.689,0.393,87.602,345960,4
440,Neil Young,Sugar Mountain - 2017 Remaster,1EVgCMjGny4sUxsZ7ghPmh,42,0.485,0.221,10,-14.839,1,0.0338,0.948,0.0947,0.689,0.393,87.602,345960,4
441,Bad Company,Burnin' Sky - 2017 Remaster,7rNo0ijkYkSkVbi1LL4aO5,40,0.436,0.532,0,-10.766,1,0.0476,0.308,0.00395,0.208,0.845,190.113,310867,4
442,Bad Company,Burnin' Sky - 2017 Remaster,7rNo0ijkYkSkVbi1LL4aO5,40,0.436,0.532,0,-10.766,1,0.0476,0.308,0.00395,0.208,0.845,190.113,310867,4
443,Bad Company,Burnin' Sky - 2017 Remaster,7rNo0ijkYkSkVbi1LL4aO5,40,0.436,0.532,0,-10.766,1,0.0476,0.308,0.00395,0.208,0.845,190.113,310867,4
444,Bad Company,Burnin' Sky - 2017 Remaster,7rNo0ijkYkSkVbi1LL4aO5,40,0.436,0.532,0,-10.766,1,0.0476,0.308,0.00395,0.208,0.845,190.113,310867,4
445,Bad Company,Burnin' Sky - 2017 Remaster,7rNo0ijkYkSkVbi1LL4aO5,40,0.436,0.532,0,-10.766,1,0.0476,0.308,0.00395,0.208,0.845,190.113,310867,4
446,Bad Company,Burnin' Sky - 2017 Remaster,7rNo0ijkYkSkVbi1LL4aO5,40,0.436,0.532,0,-10.766,1,0.0476,0.308,0.00395,0.208,0.845,190.113,310867,4
447,Bad Company,Burnin' Sky - 2017 Remaster,7rNo0ijkYkSkVbi1LL4aO5,40,0.436,0.532,0,-10.766,1,0.0476,0.308,0.00395,0.208,0.845,190.113,310867,4
448,Bad Company,Burnin' Sky - 2017 Remaster,7rNo0ijkYkSkVbi1LL4aO5,40,0.436,0.532,0,-10.766,1,0.0476,0.308,0.00395,0.208,0.845,190.113,310867,4
449,Bad Company,Burnin' Sky - 2017 Remaster,7rNo0ijkYkSkVbi1LL4aO5,40,0.436,0.532,0,-10.766,1,0.0476,0.308,0.00395,0.208,0.845,190.113,310867,4
450,The Smiths,"Frankly, Mr. Shankly - 2017 Master",5TrKWEtPoWYas7sdFB8FgB,48,0.709,0.7,4,-7.861,1,0.0249,0.113,0.00193,0.189,0.942,111.601,137627,4
451,The Smiths,"Frankly, Mr. Shankly - 2017 Master",5TrKWEtPoWYas7sdFB8FgB,48,0.709,0.7,4,-7.861,1,0.0249,0.113,0.00193,0.189,0.942,111.601,137627,4
452,The Smiths,"Frankly, Mr. Shankly - 2017 Master",5TrKWEtPoWYas7sdFB8FgB,48,0.709,0.7,4,-7.861,1,0.0249,0.113,0.00193,0.189,0.942,111.601,137627,4
453,The Smiths,"Frankly, Mr. Shankly - 2017 Master",5TrKWEtPoWYas7sdFB8FgB,48,0.709,0.7,4,-7.861,1,0.0249,0.113,0.00193,0.189,0.942,111.601,137627,4
454,The Doors,The End - 2017 Remaster,4KGMuqdT1XEzzOJDJFXu7T,47,0.351,0.228,0,-17.271,1,0.0307,0.285,0.00116,0.123,0.0329,104.551,710827,4
455,The Doors,The End - 2017 Remaster,4KGMuqdT1XEzzOJDJFXu7T,47,0.351,0.228,0,-17.271,1,0.0307,0.285,0.00116,0.123,0.0329,104.551,710827,4
456,The Doors,The End - 2017 Remaster,4KGMuqdT1XEzzOJDJFXu7T,47,0.351,0.228,0,-17.271,1,0.0307,0.285,0.00116,0.123,0.0329,104.551,710827,4
457,The Doors,The End - 2017 Remaster,4KGMuqdT1XEzzOJDJFXu7T,47,0.351,0.228,0,-17.271,1,0.0307,0.285,0.00116,0.123,0.0329,104.551,710827,4
458,Amaia,Miedo - Operación Triunfo 2017,4PirtzGE4BOdLqge1spRCS,0,0.548,0.285,5,-5.68,1,0.0384,0.914,0.0,0.0942,0.293,126.751,209107,4
459,Amaia,Miedo - Operación Triunfo 2017,4PirtzGE4BOdLqge1spRCS,0,0.548,0.285,5,-5.68,1,0.0384,0.914,0.0,0.0942,0.293,126.751,209107,4
460,Amaia,Miedo - Operación Triunfo 2017,4PirtzGE4BOdLqge1spRCS,0,0.548,0.285,5,-5.68,1,0.0384,0.914,0.0,0.0942,0.293,126.751,209107,4
461,Amaia,Miedo - Operación Triunfo 2017,4PirtzGE4BOdLqge1spRCS,0,0.548,0.285,5,-5.68,1,0.0384,0.914,0.0,0.0942,0.293,126.751,209107,4
462,Amaia,Miedo - Operación Triunfo 2017,6yAEUpDAb6vVhhcGmyFJUi,0,0.548,0.285,5,-5.68,1,0.0384,0.914,0.0,0.0942,0.293,126.751,209107,4
463,Amaia,Miedo - Operación Triunfo 2017,6yAEUpDAb6vVhhcGmyFJUi,0,0.548,0.285,5,-5.68,1,0.0384,0.914,0.0,0.0942,0.293,126.751,209107,4
464,Amaia,Miedo - Operación Triunfo 2017,6yAEUpDAb6vVhhcGmyFJUi,0,0.548,0.285,5,-5.68,1,0.0384,0.914,0.0,0.0942,0.293,126.751,209107,4
465,Amaia,Miedo - Operación Triunfo 2017,6yAEUpDAb6vVhhcGmyFJUi,0,0.548,0.285,5,-5.68,1,0.0384,0.914,0.0,0.0942,0.293,126.751,209107,4
466,The Smiths,Some Girls Are Bigger Than Others - 2017 Master,2LdWffeCWnrDUbUDVZ9PCa,49,0.525,0.925,1,-8.152,0,0.0457,0.00341,8.6e-05,0.157,0.735,161.855,196040,4
467,The Smiths,Some Girls Are Bigger Than Others - 2017 Master,2LdWffeCWnrDUbUDVZ9PCa,49,0.525,0.925,1,-8.152,0,0.0457,0.00341,8.6e-05,0.157,0.735,161.855,196040,4
468,The Smiths,Some Girls Are Bigger Than Others - 2017 Master,2LdWffeCWnrDUbUDVZ9PCa,49,0.525,0.925,1,-8.152,0,0.0457,0.00341,8.6e-05,0.157,0.735,161.855,196040,4
469,The Smiths,Some Girls Are Bigger Than Others - 2017 Master,2LdWffeCWnrDUbUDVZ9PCa,49,0.525,0.925,1,-8.152,0,0.0457,0.00341,8.6e-05,0.157,0.735,161.855,196040,4
470,Stone Temple Pilots,Sin - 2017 Remaster,1JcO1aNIYrXh0Vx4YtraN0,39,0.238,0.915,9,-7.574,1,0.0628,0.000102,0.00866,0.0821,0.197,158.852,364573,4
471,Stone Temple Pilots,Sin - 2017 Remaster,1JcO1aNIYrXh0Vx4YtraN0,39,0.238,0.915,9,-7.574,1,0.0628,0.000102,0.00866,0.0821,0.197,158.852,364573,4
472,Stone Temple Pilots,Sin - 2017 Remaster,1JcO1aNIYrXh0Vx4YtraN0,39,0.238,0.915,9,-7.574,1,0.0628,0.000102,0.00866,0.0821,0.197,158.852,364573,4
473,Stone Temple Pilots,Sin - 2017 Remaster,1JcO1aNIYrXh0Vx4YtraN0,39,0.238,0.915,9,-7.574,1,0.0628,0.000102,0.00866,0.0821,0.197,158.852,364573,4
474,Arbour,sunrise,1LuFkBuNmDbS9cSJeVn6Y0,51,0.532,0.235,11,-15.821,1,0.0383,0.936,0.934,0.111,0.193,80.998,169634,4
475,Arbour,sunrise,1LuFkBuNmDbS9cSJeVn6Y0,51,0.532,0.235,11,-15.821,1,0.0383,0.936,0.934,0.111,0.193,80.998,169634,4
476,Arbour,sunrise,1LuFkBuNmDbS9cSJeVn6Y0,51,0.532,0.235,11,-15.821,1,0.0383,0.936,0.934,0.111,0.193,80.998,169634,4
477,Arbour,sunrise,1LuFkBuNmDbS9cSJeVn6Y0,51,0.532,0.235,11,-15.821,1,0.0383,0.936,0.934,0.111,0.193,80.998,169634,4
478,David Bowie,Breaking Glass - 2017 Remaster,2xFq7wVYKmTHFUySyfv789,46,0.584,0.784,9,-9.928,1,0.0367,0.0278,0.278,0.315,0.795,94.474,112400,4
479,David Bowie,Breaking Glass - 2017 Remaster,2xFq7wVYKmTHFUySyfv789,46,0.584,0.784,9,-9.928,1,0.0367,0.0278,0.278,0.315,0.795,94.474,112400,4
480,David Bowie,Breaking Glass - 2017 Remaster,2xFq7wVYKmTHFUySyfv789,46,0.584,0.784,9,-9.928,1,0.0367,0.0278,0.278,0.315,0.795,94.474,112400,4
481,David Bowie,Breaking Glass - 2017 Remaster,2xFq7wVYKmTHFUySyfv789,46,0.584,0.784,9,-9.928,1,0.0367,0.0278,0.278,0.315,0.795,94.474,112400,4
482,The Rolling Stones,She’s A Rainbow - Remastered 2017 / Stereo,500cBxmsfXyCUB081x39co,46,0.466,0.81,10,-7.669,1,0.0411,0.547,0.017,0.431,0.58,109.16,274933,4
483,The Rolling Stones,She’s A Rainbow - Remastered 2017 / Stereo,500cBxmsfXyCUB081x39co,46,0.466,0.81,10,-7.669,1,0.0411,0.547,0.017,0.431,0.58,109.16,274933,4
484,The Rolling Stones,She’s A Rainbow - Remastered 2017 / Stereo,500cBxmsfXyCUB081x39co,46,0.466,0.81,10,-7.669,1,0.0411,0.547,0.017,0.431,0.58,109.16,274933,4
485,The Rolling Stones,She’s A Rainbow - Remastered 2017 / Stereo,500cBxmsfXyCUB081x39co,46,0.466,0.81,10,-7.669,1,0.0411,0.547,0.017,0.431,0.58,109.16,274933,4
486,Fleetwood Mac,Rhiannon - 2017 Remaster,37jorMjJhyf20GU3blbbPh,41,0.728,0.598,9,-10.251,0,0.0284,0.224,0.142,0.0988,0.797,129.516,250360,4
487,Fleetwood Mac,Rhiannon - 2017 Remaster,37jorMjJhyf20GU3blbbPh,41,0.728,0.598,9,-10.251,0,0.0284,0.224,0.142,0.0988,0.797,129.516,250360,4
488,Fleetwood Mac,Rhiannon - 2017 Remaster,37jorMjJhyf20GU3blbbPh,41,0.728,0.598,9,-10.251,0,0.0284,0.224,0.142,0.0988,0.797,129.516,250360,4
489,Fleetwood Mac,Rhiannon - 2017 Remaster,37jorMjJhyf20GU3blbbPh,41,0.728,0.598,9,-10.251,0,0.0284,0.224,0.142,0.0988,0.797,129.516,250360,4
490,Marillion,Kayleigh - 2017 Remaster,0r5Ju8WyodpXBHmg3f4zYf,59,0.585,0.567,2,-8.35,1,0.0263,0.247,0.0023,0.102,0.564,106.127,243560,4
